cifar10;10;densenet;True;WMEmbeddedSystems;;True;wm_embedded_densenet_200_eps0.1_SGD_CosineAnnealingLR_20;20;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;93,55;100;True;0;7;0.262838131;197;0;17439.58158
cifar10;10;densenet;True;WMEmbeddedSystems;;True;wm_embedded_densenet_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;100;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[100];save_results_embedded.csv;94,101;100;True;0;43;0.237329336;198;0;17930.22878
cifar10;10;densenet;True;WMEmbeddedSystems;;True;wm_embedded_densenet_200_eps0.1_SGD_CosineAnnealingLR_500;500;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;94,311;100;True;0;233;0.238235204;199;0;18990.46854
cifar10;10;resnet18;True;WMEmbeddedSystems;;True;wm_embedded_resnet18_200_eps0.1_SGD_CosineAnnealingLR_20;20;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;94,842;100;True;0;7;0.197270028;194;0;8833.644753
cifar10;10;resnet18;True;WMEmbeddedSystems;;True;wm_embedded_resnet18_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;100;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[100];save_results_embedded.csv;94,912;100;True;0;43;0.208128621;197;0;8928.640676
cifar10;10;resnet18;True;WMEmbeddedSystems;;True;wm_embedded_resnet18_200_eps0.1_SGD_CosineAnnealingLR_500;500;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;95,343;100;True;0;233;0.201997092;200;0;9434.699644
cifar10;10;resnet34;True;WMEmbeddedSystems;;True;wm_embedded_resnet34_200_eps0.1_SGD_CosineAnnealingLR_20;20;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;95,042;100;True;0;7;0.208793388;190;0;14228.95531
cifar10;10;resnet34;True;WMEmbeddedSystems;;True;wm_embedded_resnet34_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;100;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[100];save_results_embedded.csv;95,042;100;True;0;43;0.214199539;189;0;14308.30529
cifar10;10;resnet34;True;WMEmbeddedSystems;;True;wm_embedded_resnet34_200_eps0.1_SGD_CosineAnnealingLR_500;500;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;94,501;100;True;0;233;0.249013241;188;0;15235.38589
cifar10;10;resnet50;True;WMEmbeddedSystems;;True;wm_embedded_resnet50_200_eps0.1_SGD_CosineAnnealingLR_20;20;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;94,231;100;True;0;7;0.235916175;193;0;21216.35492
cifar10;10;resnet50;True;WMEmbeddedSystems;;True;wm_embedded_resnet50_200_eps0.1_numbits128size100_SGD_CosineAnnealingLR_100;100;0.05;;;0.1;100;128;200;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:3;;[100];save_results_embedded.csv;94,471;100;True;0;43;0.220476223;186;0;21251.97525
cifar10;10;resnet50;True;WMEmbeddedSystems;;True;wm_embedded_resnet50_100_eps0.1_SGD_CosineAnnealingLR_500;500;0.05;;;0.1;100;128;100;0;64;32;0.1;0.1;SGD;CosineAnnealingLR;50;cuda:2;;[20, 500];save_results_embedded_righteps.csv;83,944;99,8;True;1;233;0.48789597;94;0;11237.72642
mnist;10;simplenet_mnist;True;WMEmbeddedSystems;;True;wm_embedded_simplenet_mnist_50_eps1.0_SGD_MultiStepLR_12;12;0.05;;;1;100;128;50;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[12, 24, 120, 600];save_results_embedded_righteps.csv;99,659;100;True;0;4;0.014820627;23;0;1488.701436
mnist;10;simplenet_mnist;True;WMEmbeddedSystems;;True;wm_embedded_simplenet_mnist_50_eps1.0_SGD_MultiStepLR_24;24;0.05;;;1;100;128;50;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[12, 24, 120, 600];save_results_embedded_righteps.csv;99,659;100;True;0;9;0.016236252;26;0;1622.659735
mnist;10;simplenet_mnist;True;WMEmbeddedSystems;;True;wm_embedded_simplenet_mnist_50_eps1.0_SGD_MultiStepLR_120;120;0.05;;;1;100;128;50;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[12, 24, 120, 600];save_results_embedded_righteps.csv;99,609;100;True;0;52;0.017376422;22;0;1730.985863
mnist;10;simplenet_mnist;True;WMEmbeddedSystems;;True;wm_embedded_simplenet_mnist_50_eps1.0_SGD_MultiStepLR_600;600;0.05;;;1;100;128;50;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[12, 24, 120, 600];save_results_embedded_righteps.csv;99,539;100;True;0;281;0.017203666;25;0;1767.011375
mnist;10;lenet1;True;WMEmbeddedSystems;;True;wm_embedded_lenet1_100_eps1.0_SGD_MultiStepLR_24;24;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;99,018;100;True;0;9;0.04056669;43;0;596.2626708
mnist;10;lenet1;True;WMEmbeddedSystems;;True;wm_embedded_lenet1_100_eps1.0_SGD_MultiStepLR_120;120;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;98,468;100;True;0;52;0.053510364;29;0;516.4480665
mnist;10;lenet1;True;WMEmbeddedSystems;;True;wm_embedded_lenet1_100_eps1.0_SGD_MultiStepLR_600;600;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;97,706;100;True;0;281;0.074837099;33;0;567.1683328
mnist;10;lenet3;True;WMEmbeddedSystems;;True;wm_embedded_lenet3_100_eps1.0_SGD_MultiStepLR_24;24;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;99,179;100;True;0;9;0.028452938;21;0;472.0520513
mnist;10;lenet3;True;WMEmbeddedSystems;;True;wm_embedded_lenet3_100_eps1.0_SGD_MultiStepLR_120;120;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;99,099;100;True;0;52;0.026187221;31;0;547.7188389
mnist;10;lenet3;True;WMEmbeddedSystems;;True;wm_embedded_lenet3_100_eps1.0_SGD_MultiStepLR_600;600;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;98,838;100;True;0;281;0.031423321;54;0;682.4840782
mnist;10;lenet5;True;WMEmbeddedSystems;;True;wm_embedded_lenet5_100_eps1.0_SGD_MultiStepLR_24;24;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;99,219;100;True;0;9;0.026695523;34;0;587.9999316
mnist;10;lenet5;True;WMEmbeddedSystems;;True;wm_embedded_lenet5_100_eps1.0_SGD_MultiStepLR_120;120;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:0;;[120];save_results_embedded_righteps.csv;99,179;100;True;0;52;0.028420819;26;0;540.2887962
mnist;10;lenet5;True;WMEmbeddedSystems;;True;wm_embedded_lenet5_100_eps1.0_SGD_MultiStepLR_600;600;0.05;;;1;100;128;100;0;64;32;0.1;0.1;SGD;MultiStepLR;50;cuda:2;;[24, 120, 600];save_results_embedded_righteps.csv;99,109;100;True;0;281;0.033146481;39;0;624.304867
